8,3,1,4,7,5,2,9,6
1,9,6,7,2,8,4,3,5
7,2,9,5,3,4,6,1,8
5,8,2,1,9,6,3,7,4
6,1,4,9,5,2,7,8,3
9,5,3,6,1,7,8,4,2
2,4,5,3,8,1,9,6,7
3,6,7,8,4,9,5,2,1
4,7,8,2,6,3,1,5,9
